CM0109,39000211,42000211,43700222,46700222,47666877,50666888,51166888,54166877,55033555,58033544,59300222,62300200,63166866,66166888,67133555,70133533,71333555,74333544,75200222,78200222,79100222,82100200,83200222,86200211,87233544,90233544,91233555,94233555,95133555,98133555,99166888,102166855,103166877,106166877,106866888,109866888,111066888,114066888,115033555,118033555,119033544,122033555,123233555,126233544,127566866,130566866,131800222,134000222,135266888,138266888,139833544,142833544,143866888,146366888,147766888,150366888,151566877,154300222,155733544,158733544,159833544,162500177,163400222,166400222,167233555,170233555,171466888,174466888,175300211,178300222,179433555,182433555,183700222,186133555,187300222,190300222,191833555,194833555,195666888,198666866,199766888,202766888
CM0209,37066888,40066877,41766888,44766888,45433555,48433555,49100222,52100211,53233555,56233555,57066877,60066877,61466866,64466877,65666877,68666866,69333544,72333555,73066888,76066888,76966877,79966888,81033544,83266888,84933555,87933555,89033555,92033555,92833555,95833555,96633555,99633555,100533555,103533555,104866888,107866877,109100222,112100222,113166888,116166888,117066866,120066888,121200211,124200211,125033555,128033555,128900222,131900222,133366888,136366888,137300222,140300222,141166877,144166888,145166888,148166888,149200222,152200222,153266888,156266866,157100200,160100211,161233544,164233555,165233555,168233544,169233555,172233555,173266866,176266888,177200222,180200222,181100222,184100211,189300222,192300222,193233555,196233555,197400222,200400188,,
CM0309,37133544,40133555,41133555,44133555,45300211,48300211,49100222,52100222,52833544,55833555,57033555,60033555,61000222,64000222,65000222,68000211,69133555,72133555,73233555,76233555,77300222,80300222,81100222,84100222,85100222,88100222,89166888,92166888,93100222,96100211,97200211,100200188,101233555,104233544,105133555,108133555,109066888,112066888,113233533,116233533,117200222,120200222,121133555,124133555,125200222,128200222,129033555,132033555,133066866,136066888,137233544,140233555,141300222,144300211,145400222,148400222,149600222,152600222,153500222,156500222,157233555,160233555,161400222,164400211,165333544,168333555,169300211,172300222,173100222,176100222,177200211,180200200,181300222,184300222,184866888,187866888,189000222,192000211,193200211,196200222,197333555,200333555
CM0409,39433544,42433544,44100222,47100222,48033522,51033555,52033544,55033555,55766877,58766888,59600222,62600222,63266888,66266877,67366877,70366877,71133555,74133544,75400222,78400222,79266877,82266888,83533555,86533544,87733544,90733555,91500211,94500211,95433544,98433555,99300222,102300200,103466877,106466877,107433533,110433555,111366877,114366877,115066888,118066888,118866888,121866888,123200222,126200222,127166888,130166877,131166888,134166877,135133555,138133555,139133533,142133555,143066888,146066888,147166877,150166888,151166888,154166888,155266888,158266888,159100222,162100222,163066866,166066888,167000222,170000222,170966877,173966888,175266888,178266877,179466888,182466888,183133555,186133555,187066888,190066888,191000211,194000211,195200211,198200222,198900211,201900222
CM0509,38366877,41366877,42433555,45433555,46166888,49166855,50000222,53000222,54233544,57233544,58166877,61166888,61833555,64833555,65933555,68933555,70033555,73033544,74033555,77033544,77966877,80966877,81933555,84933555,85866888,88866888,89933555,92933555,93766888,96766877,97766866,100766888,101933555,104933544,106000222,109000222,109933555,112933544,113833555,116833533,117766877,120766877,121566866,124566877,125300200,128300222,130033555,133033555,134066888,137066888,138166888,141166866,142266877,145266888,146366888,149366877,150266888,153266877,154300211,157300188,158100222,161100211,162466888,165466888,166300211,169300200,170466877,173466877,174166888,177166888,178433544,181433555,182366888,185366877,186266888,189266888,190000211,193000222,194133544,197133555,198466888,201466888
CM0609,37433555,40433555,41533555,44533533,45300222,48300222,49566866,52566866,53866888,56866866,57866888,60866866,61666877,64666888,65333555,68333544,69233544,72233555,73000211,76000222,77000222,80000222,81433544,84433555,85833555,88833544,89733555,92733555,93500222,96500222,97100222,100100211,100966888,103966888,105000200,108000222,109033533,112033544,113033544,116033544,116966877,119966877,121333544,124333544,125400222,128400222,129233555,132233555,133000222,136000211,137200211,140200211,141466888,144466877,145400211,148400222,149233544,152233555,153300222,156300222,157600211,160600211,161300222,164300222,165333544,168333544,169433555,172433555,173566855,176566877,177366888,180366877,181266888,184266888,185133522,188133544,189233555,192233555,193266877,196266888,,
CM0709,39166877,42166888,43433533,46433555,47366877,50366888,51400211,54400211,55533555,58533555,59500211,62500211,63433544,66433544,67433544,70433555,71333533,74333533,75266888,78266888,79333555,82333544,83300222,86300222,87166888,90166877,91233555,94233555,95300222,98300222,99066888,102066888,103266877,106266877,107133544,110133555,111200222,114200222,115233533,118233555,119366877,122366877,123333555,126333555,127400222,130400211,131833555,134833555,135600222,138600211,139300222,142300222,143300222,146300222,147266866,150266888,151233555,154233555,155300222,158300222,159433555,162433555,163300211,166300222,167100211,170100222,171433555,174433555,175400211,178400211,179266877,182266877,183300222,186300222,187700222,190700222,191466877,194466877,195466888,198466866,,
CM0809,39800211,42800222,43733555,46733555,47766877,50766888,51400211,54400222,55400222,58400222,59666888,62666888,63633533,66633555,67633555,70633533,71766877,74766877,75566866,78566888,79666888,82666888,83566888,86566888,87733555,90733544,91600222,94600211,95433555,98433544,99466888,102466888,103400222,106400200,107233544,110233544,111366877,114366888,115300211,118300222,119366877,122366877,123433555,126433555,127500222,130500222,131566888,134566888,135466888,138466888,139400222,142400222,143600211,146600211,147566888,150566877,151733544,154733544,155833555,158833555,159333555,162333555,163633555,166633555,167700222,170700222,171733544,174733544,175700222,178700211,179766888,182766888,183700222,186700222,191566888,194566888,195533555,198533555,199500222,202500222,,
CM0909,36133555,39533555,40733555,43900222,44800200,47166888,48366888,51566877,52500222,55433544,56433544,58966888,60366866,63000222,64366888,67566877,68433555,71300222,72233555,75433555,76333533,79433555,80500222,83433555,84400222,87466877,88533555,91633544,92466888,95100211,96433555,99233533,100266888,102966855,103933555,107233555,108233544,111033555,112133544,115233544,116100222,120000222,120500222,123566888,124100222,127366877,128266888,131566877,132133522,135266888,136566888,139333555,140433555,143533555,144333555,147366888,148333544,151400222,152200222,155466866,156333555,159500211,160333555,163433544,164200222,167266877,168233533,171033544,172566877,175733555,176500211,179466888,180233544,183166877,184200177,187066866,188100222,191533555,192300188,195500222,196800222,200866888
CM1009,37000177,40000222,40766888,43766877,44766877,47766877,48666888,51666888,52366888,55366888,56366888,59366877,60500211,63500222,64366888,67366888,68600211,71600222,72466888,75466877,76333555,79333544,80033555,83033544,84100222,87100200,88266888,91266888,92566888,95566888,96933555,99933555,100600222,103600222,104700222,107700222,108766888,111766877,112766855,115766888,116566888,119566888,120366888,123366877,124400177,127400222,128066888,131066888,131466888,134466888,135533555,138533555,140733555,143733555,144700200,147700222,148566888,151566877,152666888,155666866,156566888,159566888,160066888,163066888,163666888,166666888,167700222,170700222,172400211,175400211,177000222,180000211,180566888,183566888,184200211,187200211,188600211,191600222,196533555,199533555,,
CM1109,39033544,42033544,43166888,46166888,47466888,50466888,51100211,54100222,55366888,58366888,58966888,61966888,62666888,65666888,66866866,69866888,70933522,73933555,74966888,77966888,78933555,81933544,82966888,85966855,87033544,90033544,90733555,93733555,94866888,97866888,99000222,102000222,102833544,105833544,106933555,109933533,111000211,114000222,114966888,117966888,119066888,122066877,123500222,126500222,127700222,130700211,131533555,134533555,135333544,138333555,139300222,142300211,143333555,146333555,147266888,150266888,151366877,154366888,155266888,158266888,159533544,162533544,163333544,166333544,167200200,170200222,171200211,174200222,174733555,177733555,178866888,181866888,182700222,185700211,187166888,190166866,190933555,193933555,195166877,198166888,199100222,202100211
CM1209,39466888,42466855,43566888,46066866,46100222,49100211,49500211,52500222,54066888,57066888,58100211,61100211,62200222,65200222,66300222,69300211,70366888,73366888,74233533,77233544,78200222,81200222,82300222,85300222,86100211,89100222,90166888,93166888,93966888,96966888,97933555,100933555,102166888,105166888,106233544,109233555,110000222,113000222,113966877,116966877,118000222,121000222,122033555,125033544,126200222,129200211,130200222,133200222,134133555,137133544,138200222,141200222,141966866,144966877,146200222,149200222,150300222,153300222,154366888,157366888,158400211,161400211,162433555,165433555,166433555,169433555,170366888,173366866,174233544,177233555,178200211,181200222,182033555,185033533,186200200,189200222,190300222,193300222,194233555,197233555,198266855,201266888
